,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
6792,Brunswick East,41 Barkly St,3,h,1679000.0,S,Nelson,2016-11-19,4.5,3057.0,3.0,2.0,0.0,326.0,118.0,1920.0,Moreland,-37.7776,144.9751,Northern Metropolitan,5533.0
4521,Oak Park,7 Pines Gr,4,h,690000.0,S,Brad,2016-10-09,11.5,3046.0,3.0,1.0,1.0,553.0,137.0,1960.0,Moreland,-37.7161,144.9165,Northern Metropolitan,2651.0
10237,Doncaster East,30 Daphne St,3,h,1385000.0,S,Noel,2017-05-27,14.3,3109.0,3.0,2.0,3.0,654.0,149.0,1966.0,Manningham,-37.78496,145.14659,Eastern Metropolitan,10999.0
11609,Brunswick,54 Dunstan Av,2,h,1110000.0,S,Jellis,2017-07-22,5.2,3056.0,2.0,1.0,0.0,196.0,101.0,1922.0,Moreland,-37.75815,144.97366,Northern Metropolitan,11918.0
10306,Greensborough,5 Glenice St,3,h,740000.0,S,Darren,2017-05-27,16.1,3088.0,3.0,1.0,3.0,580.0,142.0,1962.0,Banyule,-37.71536,145.10205,Northern Metropolitan,8524.0
5948,Sunshine,1/164 Cornwall Rd,3,u,490000.0,S,Barry,2016-10-12,12.6,3020.0,3.0,1.0,1.0,301.0,115.0,1950.0,Brimbank,-37.7793,144.8427,Western Metropolitan,3755.0
1629,Camberwell,2 Hazel St,5,h,2125000.0,PI,Marshall,2016-05-28,7.8,3124.0,4.0,3.0,2.0,603.0,282.0,1980.0,Boroondara,-37.8437,145.069,Southern Metropolitan,8920.0
2988,Hadfield,9 South St,3,h,646000.0,S,YPA,2016-12-11,12.1,3046.0,3.0,1.0,2.0,574.0,106.0,1970.0,Moreland,-37.7157,144.9507,Northern Metropolitan,2606.0
2068,Coburg North,27 Snapshot Dr,5,h,1172000.0,S,Ray,2016-11-19,9.2,3058.0,5.0,3.0,2.0,425.0,37.0,2014.0,Moreland,-37.7302,144.9816,Northern Metropolitan,3445.0
2416,Essendon,2 McHale Ct,2,h,1065000.0,VB,Nelson,2016-09-17,8.0,3040.0,2.0,1.0,2.0,477.0,143.0,1960.0,Moonee Valley,-37.7503,144.911,Western Metropolitan,9264.0
1957,Coburg,1e The Avenue,3,h,763000.0,S,Woodards,2016-05-14,7.8,3058.0,3.0,2.0,1.0,107.0,110.0,1994.0,Moreland,-37.7517,144.963,Northern Metropolitan,11204.0
9319,South Kingsville,76 Saltley St,3,h,790000.0,S,McGrath,2017-03-06,6.2,3015.0,3.0,2.0,2.0,334.0,129.0,2003.0,Hobsons Bay,-37.83137,144.86731,Western Metropolitan,984.0
2590,Fitzroy North,23/86 Queens Pde,2,u,675000.0,SP,Nelson,2017-03-18,3.5,3068.0,2.0,1.0,2.0,0.0,92.0,2010.0,Yarra,-37.7918,144.9824,Northern Metropolitan,6244.0
355,Ascot Vale,73 Kent St,2,h,760000.0,PI,Nelson,2016-06-27,5.9,3032.0,2.0,1.0,1.0,124.0,77.0,1900.0,Moonee Valley,-37.7807,144.9285,Western Metropolitan,6567.0
1634,Camberwell,9 Derby St,5,h,2250000.0,PI,Marshall,2016-08-28,7.8,3124.0,5.0,5.0,1.0,639.0,453.0,2010.0,Boroondara,-37.8303,145.0668,Southern Metropolitan,8920.0
3081,Hampton,17/93 Highett Rd,2,u,450000.0,PI,Buxton,2017-02-25,13.7,3188.0,2.0,2.0,1.0,0.0,70.0,2007.0,Bayside,-37.9462,145.0212,Southern Metropolitan,5454.0
2637,Flemington,3/39 Dover St,2,u,395000.0,PI,Rendina,2016-10-15,4.4,3031.0,2.0,1.0,1.0,0.0,60.0,1970.0,Moonee Valley,-37.7833,144.9255,Northern Metropolitan,3593.0
8657,North Melbourne,41 Chapman St,3,h,2161000.0,S,Nelson,2017-05-13,2.3,3051.0,3.0,2.0,1.0,230.0,245.0,1900.0,Melbourne,-37.7987,144.9434,Northern Metropolitan,6821.0
2275,Elwood,7 Moore St,2,h,1210000.0,S,Pride,2016-07-11,7.7,3184.0,2.0,1.0,0.0,163.0,92.0,1890.0,Port Phillip,-37.8778,144.9904,Southern Metropolitan,8989.0
598,Balwyn North,88 Longview Rd,3,h,1450000.0,VB,Jellis,2017-04-03,9.2,3104.0,3.0,1.0,2.0,665.0,124.0,1950.0,Boroondara,-37.7862,145.0781,Southern Metropolitan,7809.0
10541,Thornbury,30 Martin St,3,h,1225000.0,SP,Jellis,2017-05-27,7.0,3071.0,3.0,1.0,0.0,275.0,90.0,1920.0,Darebin,-37.76126,145.00247,Northern Metropolitan,8870.0
8765,Carlton,5/50 Barkly St,1,u,350000.0,VB,Woodards,2017-01-07,1.6,3053.0,1.0,1.0,1.0,0.0,30.6,1970.0,Melbourne,-37.798590000000004,144.97336,Northern Metropolitan,6786.0
2698,Footscray,2 Buckingham St,3,h,747000.0,S,Jas,2016-07-16,6.4,3011.0,3.0,1.0,1.0,246.0,120.0,1940.0,Maribyrnong,-37.8012,144.8924,Western Metropolitan,7570.0
4071,Moonee Ponds,106/26 Shuter St,3,u,565000.0,S,Jellis,2016-10-09,6.9,3039.0,2.0,2.0,1.0,0.0,115.0,2001.0,Moonee Valley,-37.7672,144.9209,Western Metropolitan,6232.0
763,Bentleigh,13 Horsley St,2,h,910000.0,S,Buxton,2016-08-22,13.0,3204.0,2.0,1.0,2.0,274.0,96.0,1970.0,Glen Eira,-37.9178,145.0413,Southern Metropolitan,6795.0
2228,Elsternwick,17 Staniland Gr,4,h,2600000.0,S,Biggin,2016-08-13,8.5,3185.0,4.0,2.0,2.0,527.0,184.0,1880.0,Glen Eira,-37.883,145.0043,Southern Metropolitan,4898.0
10215,Craigieburn,77 Huntington Dr,3,h,430000.0,S,Ray,2017-05-27,20.6,3064.0,3.0,2.0,1.0,280.0,127.0,2010.0,Hume,-37.57056,144.91751000000005,Northern Metropolitan,15510.0
8562,Albion,2/36 Selwyn St,3,u,580000.0,PI,Douglas,2017-05-13,13.9,3020.0,3.0,2.0,2.0,250.0,129.0,2013.0,Brimbank,-37.7798,144.8156,Western Metropolitan,2185.0
4757,Port Melbourne,9 The Cove,3,h,1570000.0,S,Biggin,2016-09-17,3.8,3207.0,3.0,2.0,1.0,210.0,211.0,1999.0,Port Phillip,-37.8382,144.9272,Southern Metropolitan,8648.0
6044,Sunshine North,6 Rosewall St,3,h,665000.0,S,Stockdale,2016-05-22,13.3,3020.0,3.0,1.0,2.0,707.0,101.0,1940.0,Brimbank,-37.7676,144.8339,Western Metropolitan,4217.0
10348,Hoppers Crossing,10 Kelwin Ct,4,h,680000.0,VB,hockingstuart,2017-05-27,18.4,3029.0,4.0,2.0,3.0,800.0,158.0,1990.0,Wyndham,-37.870509999999996,144.7141,Western Metropolitan,13830.0
3052,Hampton,7 Austin Rd,3,h,1050000.0,S,Hodges,2016-10-15,13.7,3188.0,3.0,2.0,2.0,357.0,120.0,1970.0,Bayside,-37.9449,145.0144,Southern Metropolitan,5454.0
1467,Bulleen,130 Manningham Rd,3,h,880000.0,PI,Barry,2016-04-06,11.8,3105.0,3.0,2.0,2.0,514.0,190.0,1960.0,Manningham,-37.7683,145.0959,Eastern Metropolitan,4480.0
11378,Greensborough,1/111 Nepean St,2,u,585000.0,S,Darren,2017-07-15,16.1,3088.0,2.0,1.0,1.0,240.0,79.0,1965.0,Banyule,-37.712540000000004,145.09705,Northern Metropolitan,8524.0
6958,Hawthorn East,748 Burwood Rd,5,h,1700000.0,S,Marshall,2016-06-08,7.5,3123.0,5.0,3.0,2.0,431.0,203.0,1920.0,Boroondara,-37.825,145.0536,Southern Metropolitan,6482.0
5689,South Yarra,4/30 Murphy St,2,u,680500.0,S,Williams,2017-02-25,3.3,3141.0,2.0,1.0,1.0,0.0,70.0,1970.0,Stonnington,-37.836999999999996,144.9907,Southern Metropolitan,14887.0
1471,Bulleen,13 Montgomery Pl,3,h,990000.0,PI,Barry,2016-06-08,11.8,3105.0,3.0,2.0,1.0,585.0,180.0,1950.0,Manningham,-37.7689,145.099,Eastern Metropolitan,4480.0
10754,Mill Park,15 Warburton Ct,3,h,592000.0,S,Harcourts,2017-08-07,17.9,3082.0,3.0,1.0,1.0,622.0,128.0,1992.0,Whittlesea,-37.66294,145.06301000000005,Northern Metropolitan,10529.0
833,Bentleigh East,1A Brian St,4,t,1185000.0,S,hockingstuart,2016-10-12,13.9,3165.0,4.0,2.0,2.0,305.0,207.0,2012.0,Glen Eira,-37.9245,145.0507,Southern Metropolitan,10969.0
925,Bentleigh East,2/16 Bessie St,3,u,770000.0,PI,hockingstuart,2017-02-25,13.9,3165.0,3.0,2.0,1.0,281.0,132.0,2005.0,Glen Eira,-37.9257,145.0811,Southern Metropolitan,10969.0
8121,Murrumbeena,17/41 Murrumbeena Rd,2,u,586000.0,SP,Fletchers,2017-04-29,12.1,3163.0,2.0,2.0,1.0,0.0,75.0,2013.0,Glen Eira,-37.8882,145.0666,Southern Metropolitan,4442.0
9904,Greenvale,21 Destination Dr,4,h,840500.0,S,YPA,2017-06-24,20.4,3059.0,4.0,2.0,2.0,494.0,298.21,2014.0,Hume,-37.61424,144.88705,Northern Metropolitan,4864.0
7365,Cremorne,18 Chapel St,2,h,1015000.0,S,Biggin,2016-07-16,2.5,3121.0,2.0,1.0,1.0,131.0,80.0,1890.0,Yarra,-37.8274,144.9967,Northern Metropolitan,1123.0
8546,Yarraville,46 MacKay St,4,h,1455000.0,S,Village,2017-04-29,7.0,3013.0,4.0,1.0,1.0,328.0,140.0,1920.0,Maribyrnong,-37.8097,144.8906,Western Metropolitan,6543.0
709,Bentleigh,8/11 Brentwood St,2,u,360000.0,PI,Buxton,2016-06-08,13.0,3204.0,2.0,1.0,1.0,0.0,69.0,1965.0,Glen Eira,-37.9332,145.045,Southern Metropolitan,6795.0
2251,Elsternwick,22 Carlingford St,4,h,2050000.0,PI,Biggin,2016-06-27,8.5,3185.0,3.0,3.0,2.0,420.0,270.0,2016.0,Glen Eira,-37.8891,145.0102,Southern Metropolitan,4898.0
10837,Sunshine West,27 Buckingham Cr,3,h,551000.0,S,Barry,2017-08-07,10.5,3020.0,3.0,1.0,2.0,613.0,105.0,1974.0,Brimbank,-37.80046,144.82676,Western Metropolitan,6763.0
8893,Mount Waverley,2 Merton Cl,3,h,1385000.0,S,Ray,2017-01-07,14.2,3149.0,3.0,1.0,2.0,807.0,167.0,1970.0,Monash,-37.86618,145.14757,Eastern Metropolitan,13366.0
2680,Footscray,1 Stanlake St,4,h,1300000.0,S,hockingstuart,2016-10-12,6.4,3011.0,4.0,2.0,3.0,0.0,190.0,1950.0,Maribyrnong,-37.7923,144.8848,Western Metropolitan,7570.0
1064,Brighton,74 Carpenter St,5,h,2750000.0,VB,Buxton,2016-07-05,11.2,3186.0,4.0,3.0,1.0,509.0,341.0,2005.0,Bayside,-37.9118,144.9984,Southern Metropolitan,10579.0
2759,Glen Iris,1 Montana St,4,h,2300000.0,VB,Jellis,2016-06-08,9.2,3146.0,4.0,3.0,4.0,1258.0,254.0,1941.0,Boroondara,-37.8552,145.082,Southern Metropolitan,10412.0
7162,Murrumbeena,4/1 Howe St,2,t,745500.0,S,Buxton,2016-07-30,12.1,3163.0,2.0,1.0,1.0,186.0,110.0,1980.0,Glen Eira,-37.8947,145.0722,Southern Metropolitan,4442.0
3170,Hawthorn,3/566 Glenferrie Rd,2,u,587500.0,S,Jellis,2016-07-16,4.6,3122.0,2.0,1.0,1.0,1099.0,72.0,1965.0,Boroondara,-37.8271,145.0347,Southern Metropolitan,11308.0
9224,Maribyrnong,11 Maireana St,4,h,1085000.0,SP,Biggin,2017-03-06,4.3,3032.0,4.0,2.0,2.0,238.0,221.3,2007.0,Maribyrnong,-37.7833,144.89717,Western Metropolitan,4918.0
3978,Melbourne,2306/265 Exhibition St,2,u,780000.0,SP,Galldon,2016-04-06,2.8,3000.0,2.0,2.0,1.0,0.0,85.0,1997.0,Melbourne,-37.8095,144.9691,Northern Metropolitan,17496.0
171,Altona,27 McIntyre Dr,3,h,840000.0,SP,Greg,2017-03-18,13.8,3018.0,3.0,2.0,2.0,534.0,136.0,1965.0,Hobsons Bay,-37.86,144.8245,Western Metropolitan,5301.0
9656,Niddrie,19 Nolan St,3,h,1300000.0,S,Nelson,2017-06-17,10.4,3042.0,3.0,1.0,4.0,646.0,150.0,1950.0,Moonee Valley,-37.7415,144.88923,Western Metropolitan,2291.0
6851,Carlton,27 Faraday St,2,h,1117000.0,S,Woodards,2016-08-28,1.8,3053.0,2.0,1.0,0.0,128.0,92.0,1890.0,Melbourne,-37.7996,144.9737,Northern Metropolitan,6786.0
1564,Camberwell,9/43 Inglesby Rd,2,u,615000.0,S,Noel,2016-04-06,7.8,3124.0,2.0,1.0,1.0,1107.0,68.0,1960.0,Boroondara,-37.8347,145.05700000000004,Southern Metropolitan,8920.0
5403,Richmond,46 Park Gr,4,h,1800000.0,PI,Biggin,2016-09-24,2.6,3121.0,4.0,2.0,0.0,288.0,193.0,1900.0,Yarra,-37.8268,145.0129,Northern Metropolitan,14949.0
6292,Thornbury,2/2 Dundas St,2,u,450000.0,S,McGrath,2017-03-18,6.5,3071.0,2.0,1.0,1.0,0.0,52.0,1970.0,Darebin,-37.7526,145.0023,Northern Metropolitan,8870.0
2899,Glenroy,1/1 Danae St,3,t,460000.0,S,Eview,2016-12-11,13.0,3046.0,3.0,1.0,1.0,325.0,106.0,1970.0,Moreland,-37.7001,144.9291,Northern Metropolitan,8870.0
4106,Moonee Ponds,38 Addison St,3,h,1480000.0,S,Alexkarbon,2016-09-17,6.9,3039.0,3.0,1.0,2.0,436.0,142.0,1910.0,Moonee Valley,-37.7704,144.9292,Western Metropolitan,6232.0
7745,Coburg,41a Rennie St,2,u,495000.0,S,Barry,2017-06-05,7.8,3058.0,2.0,1.0,0.0,388.0,69.0,1960.0,Moreland,-37.7506,144.9694,Northern Metropolitan,11204.0
7084,Jacana,1 Robinson St,3,h,611000.0,S,Barry,2017-02-25,14.5,3047.0,3.0,1.0,3.0,624.0,93.0,1966.0,Hume,-37.6862,144.91299999999995,Northern Metropolitan,851.0
1515,Burwood,2 Elgar Rd,3,h,1300000.0,S,Marshall,2016-04-06,11.7,3125.0,3.0,1.0,1.0,667.0,136.0,1950.0,Whitehorse,-37.8489,145.1093,Southern Metropolitan,5678.0
4566,Oakleigh South,28 Devoy St,3,h,1260500.0,S,Buxton,2016-07-26,14.7,3167.0,3.0,1.0,1.0,774.0,107.0,1950.0,Monash,-37.9178,145.0872,South-Eastern Metropolitan,3692.0
10333,Heidelberg Heights,49C Dresden St,2,t,680000.0,S,Jellis,2017-05-27,8.8,3081.0,2.0,1.0,1.0,129.0,106.0,2013.0,Banyule,-37.749309999999994,145.05505,Eastern Metropolitan,2947.0
9380,Wheelers Hill,87 Chancellor Dr,4,h,1171000.0,S,Harcourts,2017-03-06,16.7,3150.0,4.0,2.0,3.0,800.0,163.0,1968.0,Monash,-37.92024,145.18049,South-Eastern Metropolitan,7392.0
7148,Murrumbeena,116/41 Murrumbeena Rd,2,u,500000.0,VB,Beller,2016-09-24,12.1,3163.0,2.0,2.0,1.0,5289.0,70.0,2013.0,Glen Eira,-37.8882,145.0666,Southern Metropolitan,4442.0
4809,Prahran,20/67 High St,1,u,492000.0,S,hockingstuart,2017-04-03,4.5,3181.0,1.0,1.0,1.0,1768.0,45.0,1888.0,Stonnington,-37.851,144.988,Southern Metropolitan,7717.0
6097,Sunshine West,18 Norton St,3,h,586000.0,S,Barry,2016-06-27,13.5,3020.0,3.0,1.0,1.0,701.0,120.0,1960.0,Brimbank,-37.7843,144.8052,Western Metropolitan,6763.0
10211,Collingwood,81 Easey St,2,h,900000.0,VB,Jellis,2017-05-27,2.0,3066.0,2.0,1.0,0.0,139.0,78.0,1890.0,Yarra,-37.798120000000004,144.98873,Northern Metropolitan,4553.0
3004,Hadfield,92 West St,2,h,715888.0,S,Barry,2017-02-25,12.1,3046.0,2.0,1.0,1.0,613.0,92.0,1960.0,Moreland,-37.7099,144.938,Northern Metropolitan,2606.0
12022,Glenroy,69 Melbourne Av,3,h,680000.0,S,FN,2017-07-29,11.2,3046.0,3.0,1.0,1.0,422.0,104.0,1960.0,Moreland,-37.70425,144.93164,Northern Metropolitan,8870.0
903,Bentleigh East,14 Charles St,3,t,935000.0,S,hockingstuart,2016-11-19,13.9,3165.0,3.0,2.0,2.0,230.0,160.0,2012.0,Glen Eira,-37.9179,145.0592,Southern Metropolitan,10969.0
6151,Surrey Hills,3 Olyve Ct,4,h,1850000.0,VB,Marshall,2016-04-16,11.2,3127.0,5.0,2.0,2.0,612.0,292.0,1970.0,Whitehorse,-37.8345,145.1009,Southern Metropolitan,5457.0
6550,Williamstown,68 Osborne St,3,h,1710000.0,SP,RT,2016-11-27,8.0,3016.0,3.0,2.0,1.0,260.0,170.0,2016.0,Hobsons Bay,-37.8671,144.9001,Western Metropolitan,6380.0
6271,Thornbury,51 Alston St,3,h,887000.0,S,Love,2016-12-11,6.5,3071.0,3.0,2.0,2.0,540.0,129.0,1935.0,Darebin,-37.7554,145.0211,Northern Metropolitan,8870.0
10944,Bundoora,23 Wisteria Dr,4,h,1253000.0,S,Ray,2017-12-08,12.1,3083.0,4.0,2.0,2.0,760.0,366.0,2000.0,Whittlesea,-37.67935,145.05728,Northern Metropolitan,10175.0
8463,Thornbury,3/31 Clapham St,2,u,600000.0,S,Love,2017-05-20,6.5,3071.0,2.0,1.0,1.0,0.0,59.0,1960.0,Darebin,-37.7549,144.9979,Northern Metropolitan,8870.0
42,Airport West,1/80 Hawker St,3,t,700000.0,S,Brad,2017-04-03,13.5,3042.0,3.0,2.0,2.0,239.0,134.0,2009.0,Moonee Valley,-37.7218,144.8837,Western Metropolitan,3464.0
9079,Carnegie,135 Leila Rd,3,h,1570000.0,S,hockingstuart,2017-03-06,10.1,3163.0,3.0,2.0,2.0,602.0,180.0,1970.0,Glen Eira,-37.90248,145.05943,Southern Metropolitan,7822.0
9338,Sunbury,1 Heysen Dr,3,h,410000.0,SP,Brad,2017-03-06,31.7,3429.0,3.0,2.0,2.0,600.0,140.0,1980.0,Hume,-37.576859999999996,144.71023,Western Metropolitan,14092.0
9175,Hadfield,2/126 Middle St,3,t,627000.0,S,Stockdale,2017-03-06,11.2,3046.0,3.0,2.0,2.0,0.0,139.0,2013.0,Moreland,-37.70903,144.93995,Northern Metropolitan,2606.0
9696,Preston,196 Raglan St,4,h,840000.0,PI,McGrath,2017-06-17,8.4,3072.0,4.0,1.0,1.0,313.0,113.0,1950.0,Darebin,-37.74955,145.00949,Northern Metropolitan,14577.0
8004,Ivanhoe,55 Livingstone St,4,h,1650000.0,PI,Miles,2017-08-04,7.9,3079.0,4.0,2.0,1.0,589.0,185.0,1910.0,Banyule,-37.7671,145.037,Eastern Metropolitan,5549.0
561,Balwyn,262 Union Rd,4,h,3290000.0,S,Jellis,2016-05-22,9.7,3103.0,4.0,3.0,2.0,1007.0,350.0,1910.0,Boroondara,-37.8135,145.0995,Southern Metropolitan,5682.0
571,Balwyn,17 Knutsford St,3,h,3401000.0,S,Jellis,2016-11-27,9.7,3103.0,3.0,2.0,1.0,706.0,166.0,1930.0,Boroondara,-37.8161,145.0748,Southern Metropolitan,5682.0
11919,Brunswick East,603/29 Nicholson St,2,u,615000.0,SP,hockingstuart,2017-07-29,4.0,3057.0,2.0,1.0,1.0,0.0,70.0,2008.0,Moreland,-37.77887,144.97797,Northern Metropolitan,5533.0
8096,Moonee Ponds,9 Corio St,3,h,1670000.0,S,Brad,2017-08-04,6.9,3039.0,3.0,2.0,2.0,803.0,166.0,1915.0,Moonee Valley,-37.7627,144.9047,Western Metropolitan,6232.0
7359,Cremorne,443 Punt Rd,3,h,1280000.0,S,Biggin,2016-07-11,2.5,3121.0,3.0,2.0,2.0,324.0,165.0,1880.0,Yarra,-37.8278,144.9885,Northern Metropolitan,1123.0
8260,Preston,7 Leicester St,3,h,1121000.0,S,Barry,2017-08-04,8.8,3072.0,3.0,2.0,3.0,604.0,123.0,1925.0,Darebin,-37.7438,144.9971,Northern Metropolitan,14577.0
4011,Middle Park,2/61 Canterbury Rd,2,u,535000.0,S,hockingstuart,2016-04-06,4.1,3206.0,2.0,1.0,1.0,760.0,58.0,1930.0,Port Phillip,-37.8474,144.9625,Southern Metropolitan,2019.0
5600,South Yarra,20/30 Mona Pl,2,u,572000.0,SP,hockingstuart,2016-04-06,3.3,3141.0,2.0,1.0,1.0,0.0,73.0,1960.0,Melbourne,-37.8368,144.9857,Southern Metropolitan,14887.0
2372,Essendon,8 Monica St,6,h,2620000.0,S,Brad,2016-10-12,8.0,3040.0,6.0,4.0,2.0,860.0,355.0,1930.0,Moonee Valley,-37.7484,144.9025,Western Metropolitan,9264.0
2683,Footscray,211A Ballarat Rd,2,h,950000.0,PI,Burnham,2017-11-02,6.4,3011.0,2.0,1.0,2.0,657.0,92.0,1940.0,Maribyrnong,-37.7909,144.8884,Western Metropolitan,7570.0
10946,Burwood,61 McCubbin St,4,h,1390000.0,SA,Fletchers,2017-12-08,10.4,3125.0,4.0,2.0,1.0,627.0,196.0,1950.0,Whitehorse,-37.85374,145.12458999999996,Southern Metropolitan,5678.0
100,Albert Park,86 Mills St,3,h,2000000.0,VB,RT,2016-04-16,3.3,3206.0,3.0,2.0,1.0,211.0,147.0,1900.0,Port Phillip,-37.847,144.9575,Southern Metropolitan,3280.0
3541,Kensington,109 Rankins Rd,2,h,1234500.0,SP,Nelson,2016-08-13,4.2,3031.0,2.0,2.0,2.0,169.0,127.0,2008.0,Melbourne,-37.7922,144.9316,Northern Metropolitan,5263.0
11430,Melton South,15 Kurrajong Cr,3,h,336000.0,S,hockingstuart,2017-07-15,29.8,3338.0,3.0,1.0,1.0,580.0,116.0,1975.0,Melton,-37.70153,144.57243,Western Victoria,4718.0
5911,Strathmore,138a Lebanon St,2,h,630000.0,S,Barry,2016-05-22,9.7,3041.0,3.0,2.0,1.0,378.0,106.0,2000.0,Moonee Valley,-37.7245,144.9097,Western Metropolitan,3284.0
11656,Elsternwick,16 Allison Rd,3,h,1975000.0,S,Biggin,2017-07-22,7.2,3185.0,3.0,2.0,2.0,458.0,165.0,1900.0,Glen Eira,-37.881479999999996,145.00538999999995,Southern Metropolitan,4898.0
9581,Hawthorn East,10 Mowbray St,4,h,3255000.0,PI,Kay,2017-06-17,6.2,3123.0,4.0,3.0,3.0,1116.0,304.0,1984.0,Boroondara,-37.84283,145.05178,Southern Metropolitan,6482.0
8157,Niddrie,204/4 Hotham Rd,3,u,500000.0,SP,Nelson,2017-04-29,11.2,3042.0,3.0,1.0,1.0,1218.0,94.0,2012.0,Moonee Valley,-37.736,144.8886,Western Metropolitan,2291.0
7747,Coburg,3/28 Kendall St,2,t,781000.0,S,hockingstuart,2017-08-04,7.8,3058.0,2.0,1.0,1.0,0.0,112.9,2014.0,Moreland,-37.7422,144.9604,Northern Metropolitan,11204.0
11848,Vermont,88 Boronia Rd,3,h,988000.0,S,Fletchers,2017-07-22,17.2,3133.0,3.0,1.0,1.0,653.0,119.0,1970.0,Whitehorse,-37.84034000000001,145.2022,Eastern Metropolitan,4181.0
5713,South Yarra,12 Witchwood Cl,3,h,1700000.0,SP,Biggin,2016-08-28,3.3,3141.0,2.0,2.0,1.0,181.0,148.0,1990.0,Melbourne,-37.8334,144.9867,Southern Metropolitan,14887.0
7762,Coburg,19 Spring St,4,h,901000.0,SP,Ray,2017-04-22,7.8,3058.0,4.0,2.0,1.0,398.0,123.0,1950.0,Moreland,-37.7364,144.9787,Northern Metropolitan,11204.0
2779,Glen Iris,5 Charles St,4,h,2010000.0,S,Marshall,2016-10-12,9.2,3146.0,4.0,2.0,2.0,659.0,212.0,1930.0,Boroondara,-37.8509,145.0916,Southern Metropolitan,10412.0
9511,East Melbourne,7 Webb La,2,t,1350000.0,S,Caine,2017-06-17,1.3,3002.0,2.0,2.0,1.0,87.0,115.0,2005.0,Melbourne,-37.81803,144.9892,Northern Metropolitan,3040.0
3597,Kew,94 Argyle Rd,4,h,3550000.0,VB,Jellis,2016-07-11,5.6,3101.0,4.0,3.0,4.0,992.0,374.0,1935.0,Boroondara,-37.8046,145.0603,Southern Metropolitan,10331.0
9667,Notting Hill,1/3 Saniky St,3,u,840000.0,S,Barry,2017-06-17,16.7,3168.0,3.0,1.0,1.0,390.0,118.0,1970.0,Monash,-37.90354,145.14394,Southern Metropolitan,902.0
3530,Kensington,11 Nottingham St,5,h,1710000.0,PI,Nelson,2016-10-09,4.2,3031.0,5.0,2.0,2.0,566.0,270.0,1890.0,Melbourne,-37.7893,144.933,Northern Metropolitan,5263.0
7347,Oakleigh,5 Grant St,5,h,1600000.0,PI,Ray,2016-05-28,14.0,3166.0,5.0,3.0,2.0,695.0,305.0,2015.0,Monash,-37.8973,145.0979,Southern Metropolitan,3224.0
2901,Glenroy,7/89 Station Rd,2,u,340000.0,S,Nelson,2016-12-11,13.0,3046.0,2.0,1.0,1.0,0.0,74.0,1970.0,Moreland,-37.7071,144.9176,Northern Metropolitan,8870.0
11900,Blackburn South,12/5 Travellyn Ct,2,u,615000.0,S,Ray,2017-07-29,13.4,3130.0,2.0,1.0,1.0,3316.0,85.0,1970.0,Whitehorse,-37.8321,145.14444,Eastern Metropolitan,4387.0
268,Armadale,1/14 Denbigh Rd,2,u,598000.0,S,hockingstuart,2017-02-25,6.3,3143.0,2.0,1.0,1.0,0.0,88.0,1970.0,Stonnington,-37.8593,145.0156,Southern Metropolitan,4836.0
1842,Caulfield South,8 Lygon St,4,h,1774500.0,S,hockingstuart,2016-05-14,9.3,3162.0,4.0,2.0,2.0,575.0,256.0,2008.0,Glen Eira,-37.8993,145.0254,Southern Metropolitan,5051.0
6767,Brunswick East,6 Kingfisher Gdns,3,t,940000.0,S,Nelson,2017-04-03,4.5,3057.0,3.0,1.0,2.0,213.0,116.0,1995.0,Moreland,-37.7643,144.9808,Northern Metropolitan,5533.0
2262,Elwood,10/125 Ormond Rd,1,u,510000.0,S,Chisholm,2016-03-12,7.7,3184.0,1.0,1.0,1.0,0.0,60.0,2001.0,Port Phillip,-37.8857,144.9884,Southern Metropolitan,8989.0
3171,Hawthorn,107/567 Glenferrie Rd,2,u,560000.0,S,hockingstuart,2016-07-16,4.6,3122.0,2.0,1.0,1.0,0.0,70.0,2013.0,Boroondara,-37.8268,145.0344,Southern Metropolitan,11308.0
9317,Seaholme,26 Sussex St,3,h,1360000.0,S,Sweeney,2017-03-06,11.0,3018.0,3.0,2.0,6.0,663.0,127.8,1970.0,Hobsons Bay,-37.8642,144.84257,Western Metropolitan,852.0
11730,Maidstone,18 Pullar St,2,h,468000.0,S,Burnham,2017-07-22,6.4,3012.0,2.0,1.0,2.0,312.0,89.0,1990.0,Maribyrnong,-37.78353,144.87233,Western Metropolitan,3873.0
5265,Richmond,3/11 Brougham St,1,u,370000.0,S,Biggin,2016-03-12,2.6,3121.0,1.0,1.0,1.0,502.0,38.0,1950.0,Yarra,-37.8214,144.9997,Northern Metropolitan,14949.0
4962,Preston,198 Raglan St,2,h,910000.0,SP,Nelson,2017-03-18,8.8,3072.0,2.0,2.0,1.0,352.0,103.0,1950.0,Darebin,-37.7495,145.0092,Northern Metropolitan,14577.0
2845,Glen Iris,1687 Malvern Rd,3,h,2800000.0,S,Greg,2016-07-26,9.2,3146.0,3.0,1.0,2.0,762.0,153.0,1930.0,Stonnington,-37.8575,145.0554,Southern Metropolitan,10412.0
11305,Bundoora,27 Norfolk Cr,3,h,710000.0,S,Darren,2017-07-15,12.1,3083.0,3.0,1.0,1.0,540.0,142.0,1968.0,Banyule,-37.70636,145.05462,Northern Metropolitan,10175.0
